Title,Year,Genre,Synopsis,IMDb id
Japan Japan,(1972),"Drama, Romance","Residents of a retirement home build a machine for self-euthanasia in order to help their terminally ill friend, though they are faced with a series of dilemmas when rumors of the machine begin to spread.",1090327
Metzitzim,(2014),"Comedy, Drama","Three unmarried aristocratic Christian sisters from Ramallah have shut themselves in their villa clinging desperately to their former glory, until their orphan niece, Badia, walks into their life and turns their world upside down",0068941
The Farewell Party,(2014),Comedy,An old Kibbutz isolated in the Hills of Galilee in Israel find itself immersed in deep debt and threatened by lawsuits from bankers and creditors to the point of bankruptcy. On the evening ...                See full summary »,3163304
Villa Touma,(1985),"Comedy, Drama","When Igor immigrates from Russia to Israel, he is recruited into the mandatory Israeli army reserve service. When his commanders learn the army food causes him to have very noisy farts, they order him to utilize this to defuse mines.",3837950
Summertime Blues,(1972),Drama,The story of Salomonico who works in the Tel Aviv Port and tries to defend his house and his life.,0096190
Smell and Smile,(1992),"Action, Crime, Mystery","Irena, playing the main role in an opera in Tel Aviv, has a stream of consciousness of being a girl in the Theresienstdadt Ghetto.",0151240
Salomonico,(2014),Comedy,"Abutbul, a renowned Moroccan criminal, having served 10 years in Russian prison, arrives back in Israel. The new Russian mafia has taken control of most of the business previously run by ...                See full summary »",0121714
Paradise Ghetto Theresienstadt,(1988),"Comedy, Drama","It's summertime and Johnny hits upon the idea of restoring a disused old bar with his old friends Benny and Bobby. Raising the capital however is a problem, but luckily the landlord's geeky...                See full synopsis »",0211382
The Red Hood Setup,(1998),"Action, Drama, Romance","A slice of life - day after day - in Haifa, where Moshe and Didi's marriage is on the rocks, affairs are casual, and Moshe's angst about health, his parents, sex, communication, and ...                See full summary »",3426030
Yom Yom,(1985),Drama,"Jacek, who is Jewish, miraculously manages to survive World War II in Nazi-occupied Poland. As a subplot to Jacek's story, which also involves a love affair with Haling ( Kyra Sedgwick ) ...                See full summary »",0162050
War and Love,(I) (2014),"Drama, Romance","Autumn 1947: Elisha, a young Jew, learns that he has been chosen to kill the hostage John Dawson, a captain in the British Army occupying Palestine. Will Elisha, himself a survivor of the holocaust, be able to commit this irrevocable act?",0090291
Dawn,(2007),Drama,"From birth, Hanan and Lea were destined to be together, a promise made by their fathers and heard in Heaven. But Lea's father betrays this promise, kindling a conflict that will pit the ...                See full summary »",2316567
The Debt,(1997),"Drama, Music","Ahasverus, king of Persia and Media, puts aside Vashti and makes Esther his queen, choosing her among maidens in a kingdom stretching from India to Ethiopia. Esther, using information from ...                See full summary »",0990427
The Dybbuk of the Holy Apple Field,(1986),Drama,"The film tells the story of a rock group in Jerusalem. Two good friends, Koko and Pini, play guitar and are the lead singers in a rock group. They make good music together, but another ...                See full summary »",0143231
Esther,(1985),"Drama, Thriller",Add a Plot,0133742
Koko Is 19,(1973),Drama,"The year is 1965. Rachel Brener is one of 3 young Mossad agents team who caught ""The Surgeon of Birkenau"" - a Nazi monster who was never brought to trial in Israel. The official reason was ...                See full summary »",0151238
Light Out of Nowhere,(2018),"Drama, Romance","Oded, a renowned professor and scientific researcher, is on his way to receiveing a prestigious award, accompanied by his wife Merav. A call comes in from the police, asking him to stop by ...                See full summary »",0070319
Fractures,(II) (2007),"Crime, Drama, Thriller","Six days in the lives of an Israeli living in a kibbutz and a Palestinian living in Paris, which starts with an accidental meeting in the Berlin Subway during the World cup finals, will change them completely.",7637180
Strangers,(2015),Thriller,"Stelios Dimitrakopoulos realizes that his life is falling apart. He has 32 hours to reevaluate his choices, protect his business and the future of his family, face his enemies at once, or 32 hours to literally blow everything up.",1064215
Tetarti 04:45,(2021),Drama,Checkout shows a desperate Mossad spy who's forced to retire yet goes rogue so he can catch a legendary terrorist.,3737988
Checkout,(2014),"Comedy, Drama","Bashir returns home to find his Jewish girlfriend, Karin, with an unexpected baby in her arms. 'We're a family now' she tells him, 'and we'll never be apart.'",10629014
Happiness Wrapped in a Blanket,(2000),Comedy,Add a Plot,3862164
Pere,(2020),Drama,Add a Plot,0213996
Fish also drown,(2010),Drama,"Loosely inspired by Dostoevsky's CRIME AND PUNISHMENT, 'DISSOLUTION' combines an almost surreal fairy-tale energy with brutal black and white realism to explore the condition of violence ...                See full summary »",13440266
Dissolution,(1992),"Comedy, Romance","Cheli, 27, is raising her mentally challenged 24yo sister, Gaby, alone. When the social worker finds out that Cheli leaves Gaby alone in the house while Cheli is at work, Cheli is compelled...                See full summary »",1668199
Eddie King,(2014),"Action, Comedy, Sci-Fi",Add a Plot,0104164
Next to Her,(2001),"Crime, Drama, Romance","Incited by a disillusioned young man who has decided to flee from civilization, a group of 4 people go searching for freedom and happiness on an isolated island . When their boat goes ...                See full summary »",3569978
Lemon Popsicle: The Party Goes On,(1972),Thriller,"Two rent boys, hired by a trick to perform together, develop a relationship.",0289730
Ha-Trempist,(2005),Drama,"Eddie, an unemployed actor gets in troubles with a group of criminals.",1388371
Good Boys,(2017),Drama,"Gili and Yaara decide to leave the city and have a fresh start, building a house in the countryside of the Galilee. But while their dream house is being built, the foundations of their relationship slowly collapse.",0462726
Outdoors,(III) (2015),"Animation, Family","Mira Segal wakes up screaming one morning to discover that her husband has disappeared. The police open a Missing Person file and advise her to wait. As weeks turn into months, Mira ...                See full summary »",7267674
Inertia,(2013),Drama,"Mimack City, the city where the naughty, brave Max lives, sophisticated Zoe, Reckless Jimbo and Sunny the Genius.The fifth rib of their gang is their pet -- Elvis, a little Mini-Mik.The ...                See full summary »",5028530
The Journey to Planet Minimik,(2017),Drama,"What is going on behind the closed doors of the women-only secret club? The first rule is that love is prohibited. When Sophie falls in love with a mysterious man, she must choose between ...                See full summary »",3308710
Madam Yankelova's Fine Literature Club,(1979),"Drama, Comedy","When Shlomo discovers in his trans daughter's Assaf room, women's clothing and accessories, he decides to 'teach the boy a lesson'. When Assaf returns to her parents' home on a rainy night ...                See full summary »",6965662
My Mother the General,(2011),"Drama, Thriller",Respectable single father and tour boat captain Chico fights tooth and nail to maintain custody of his dear son Ben while developing a romantic relationship with beautiful lawyer Galia.,0145835
Melting Away,(1987),Drama,Add a Plot,1820531
Abba Ganuv,(1983),"Action, Drama, War","Tamara, a successful career woman, lives in a world of high expectations and perfect performances. When she gives birth to her first daughter, the change shakes her world, altering the ...                See full summary »",0133331
Fellow Travellers,(2019),"Comedy, Drama, Romance","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack.",0144292
That's the Way You Love,(1968),Animation,Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.,9834798
