Title,Year,Genre,Synopsis,IMDb id
Ultimatum,2009,Drama,A young French couple deals with ramifications of world events on their relationship as Saddam Hussein threatens to launch SCUD missiles on Israel.,1469895
The Flood,2010,Drama,"Everything is complicated in Yoni's life. He's almost 13, real gifted, but physically undeveloped and struggles daily to grow up before his threatening up-coming Bar Mitzva.",1433910
Driver,2017,Drama,"A 'Driver' in the oltra orthodox community takes his daughter on his nightly journey, exposing her to the more questionable members of this pious society in the dark alleys of Bnei Barak ...                See full summary »",6213004
Sky Raiders,2019,"Adventure, Family",A misfit boy and girl secretly repair an antique fighter plane with the help of a grumpy old loner.,7705250
Restoration,2011,Drama,A drama about a family's effort to save their antique restoration business.,1787663
Love in Suspenders,2019,"Comedy, Romance","Tami is a widow in her 60s and Beno is a widower in his 70s. They are both still suffering from the loss of their loved ones, but disregarding their differences in lifestyle and personality, they eventually fall in love.",10217148
Marriage Agreement,2008,Comedy,"After 20 year Elimelech and his wife, Shifra, rediscover their love for each other while searching for the marriage agreement which is needed for Ayala's, their daughter, wedding.",1397509
Round Trip,2003,Drama,"A divorced Israeli woman hires a single African woman as a nanny, and soon the two women form a passionate friendship that leads to a romantic relationship.",0433043
The Forest,2020,"Drama, Horror","The film tells the story of a family coming to the French forests to live there for several months. They moves to a house in the heart of a forest, in order to film a small, family-run ...                See full summary »",14797014
A Gift from Heaven,1973,Comedy,NA,0175895
Born in Jerusalem and Still Alive,2019,"Comedy, Drama, Romance",A black comedy which follows Ronen Matalon's journey to overcome his anxiety of terror attacks. Ronen uses writing and guiding a tour of terror-attack sites along Jerusalem's Jaffa Street to try and break free from his trauma.,9811480
Amazing Grace,1992,Drama,"Against the backdrop of AIDS, the film explores two families, each with a gay son. Jonathan is splitting from Miki because the more experienced Miki is playing around. Then Jonathan sees ...                See full summary »",0104414
Groupie,1993,Drama,NA,0133819
The World Is Funny,2012,"Comedy, Drama",Simple people struggle through extraordinary circumstances. Sometimes the only answer to any problem is 'The world is funny so we have to laugh.',2104908
Mars Turkey,2001,"Comedy, Crime, Drama","A police captain needs to balance between protecting the last remaining witness in a trial, and his rapidly disintegrating love life.",0278554
Gonev Miganav Patoor,1977,Comedy,A thief is released from prison and with the help of his friend he tries to avenge the policeman who caught him.,0239015
Hole in the Moon,1964,Comedy,"A new immigrant, Tzelnik, arrives at the port of Jaffa. He goes to live in the Negev desert where he opens a kiosk in the middle of nowhere. Mizrachi comes along and opens a competing ...                See full summary »",0058206
Metallic Blues,2004,"Comedy, Drama","Two Israeli car dealers, Shmuel and Siso, invest five thousand American dollars into a vintage 1985 Lincoln Continental Limousine that they plan to sell in Germany for fifty grand. But when...                See full summary »",0402374
Ervinka,1967,Comedy,"A good-natured but incorrigible layabout becomes embroiled in a plot to rob the Israeli lottery, all the while indulging in his boundless zeal for mischief and romance.",0133748
Marco Polo: The Missing Chapter,1996,"Adventure, Biography, Drama","In the midst of a war between Venice and Genoa, Marco Polo, a citizen of Venice, is imprisoned by the inquisition and is charged with heresy.The Genoans, whose real interest is seizing ...                See full summary »",0116987
Never Too Late,2011,Drama,"After spending eight years in the farthest reaches of South America, 30-year-old Herzl returns home to Israel. With no ambitions or prospects for the future, he finds a job hanging posters ...                See full summary »",1774428
Outdoors,2017,Drama,"Gili and Yaara decide to leave the city and have a fresh start, building a house in the countryside of the Galilee. But while their dream house is being built, the foundations of their relationship slowly collapse.",7267674
Inertia,2015,Drama,"Mira Segal wakes up screaming one morning to discover that her husband has disappeared. The police open a Missing Person file and advise her to wait. As weeks turn into months, Mira ...                See full summary »",5028530
Nika,2010,Drama,"Nika was kidnapped and sold into the global sex-trade. Ivan owes a large sum of money to Franco, a terrifying mob boss, who also happens to be the same man who sold Nika into slavery.",1728242
The Appointed,1990,Drama,A rabbi's son rebels against his roots and becomes a magician. A woman enters his life and turns his tricks into metaphysical phenomena. The son is forced to choose between love and living up to his father's expectations.,0137806
To Be a Star,2003,"Comedy, Drama, Musical",NA,0374001
Ballads of the Revelation,2020,"Drama, Musical","The Book of Revelation told through the dream of an eleven year-old boy, the ballads of his father, and the memories of John the beloved apostle.",12690818
Transit,2013,"Drama, Family",TRANSIT explores the intersecting stories of Filipinos in Tel Aviv when the threat of a law deporting the children of migrant workers looms their precarious lives.,3031000
The Last Band in Lebanon,2016,Comedy,A comedy about three military band reservists who wake to discover that the Israeli army has withdrawn from Lebanon and left them behind.,5564142
All In,2019,Comedy,"Four best friends from high school, meet 20 years later. Morad, a powerful union leader at the Ashdod Port, divorced with a broken heart. Yaki, brown as chocolate and sweet as marmalade. ...                See full synopsis »",8555506
A Message from the Future,1981,"Drama, Sci-Fi","In the year 1985, a delegate from the remote future arrives from the year 3005. His mission; convince world leaders to allow World War III to happen, which he guarantees will make for a ...                See full summary »",0152394
The Rule of Law,2012,"Action, Crime, Drama","A new age of terrorism is taking place in the United States. FBI Director, Frank Fitzgerald, is helping an Iranian terrorist group frame innocent American citizens rendering them guilty for...                See full summary »",1756823
Doubtful,2017,Drama,"Assi, a screenwriter and poet, is stuck in his personal life. He is full of doubt, disturbing thoughts, and existential restlessness. He is sentenced to community service due to a ...                See full summary »",7087940
ForgotteNation,2021,"Horror, Thriller","In a Dystopian Israel of the near future, a young man brutally rapes young women in the streets, videotapes the deeds and uploads the recordings to the Darknet. After encountering a past ...                See full summary »",16263830
Lupo!,1970,Drama,A wily widower that deals in used furniture fights progress (and city hall).,0066023
Invisible,2011,Drama,Two women meet by chance and discover they were both raped by rapist. Individually and together they must confront the past and finally integrate the long repressed trauma into their lives.,1893261
Three Mothers,2006,Drama,"Rose, Flora and Yasmin were born as a triplet sixty something years ago in Alexandria, Egypt. Their well-off parents gave them names of flowers, and King Farouk of Egypt gave them his ...                See full summary »",0833546
2 Night,2011,"Comedy, Drama, Romance","In a city where everything is possible, a guy and a girl are looking for the impossible - a parking place. the story of an hour and a half of two strangers who met in a bar and want to ...                See full summary »",1685486
